,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
3903,4970,Afro Samurai: Resurrection,7.36,"Action, Adventure, Samurai",Afro Samurai:Resurrection,アフロサムライ Resurrection,Movie,1,"Jan 25, 2009",Unknown,Unknown,Funimation,Gonzo,Original,1 hr. 40 min.,R+ - Mild Nudity,2047.0,1641,81684,181,1034,65705,564,442,13939,4397.0,6825.0,12437.0,13532.0,6466.0,2947.0,1199.0,485.0,234.0,178.0
13904,36843,Youtai Nuhai Zai Shanghai 2: Xianglian Mima,Unknown,"Military, Historical, Drama",A Jewish Girl in Shanghai Part 2:The Mystery of the Necklace,犹太女孩在上海2：项链密码,Movie,1,"Aug 28, 2015",Unknown,Unknown,Unknown,Unknown,Manga,1 hr. 23 min.,G - All Ages,13012.0,16014,136,0,12,29,3,33,59,5.0,Unknown,Unknown,6.0,3.0,3.0,1.0,1.0,Unknown,3.0
2359,2572,Fushigi no Kuni no Alice,6.49,"Adventure, Kids, Fantasy",Alice in Wonderland,ふしぎの国のアリス,TV,24,"Oct 10, 1983 to Mar 26, 1984",Fall 1983,Unknown,Unknown,Nippon Animation,Book,26 min. per ep.,G - All Ages,5942.0,8240,2530,6,59,1523,85,200,663,67.0,44.0,139.0,279.0,268.0,170.0,64.0,18.0,12.0,6.0
14928,38475,Yuru Camp△ Movie,Unknown,"Comedy, Slice of Life",Unknown,映画 ゆるキャン△,Movie,1,Unknown,Unknown,Unknown,Unknown,Unknown,Manga,Unknown,Unknown,Unknown,3334,24321,27,0,1,0,0,24320,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
73,94,Mobile Suit Gundam SEED Destiny,7.22,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",Unknown,機動戦士ガンダムSEED DESTINY,TV,50,"Oct 9, 2004 to Oct 1, 2005",Fall 2004,"Sotsu, Mainichi Broadcasting System, Sony Music Entertainment","Bandai Entertainment, NYAV Post",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),2687.0,1530,90208,1206,2210,70845,2251,2749,12153,5979.0,8245.0,12662.0,12913.0,6928.0,3887.0,2752.0,1300.0,865.0,584.0
10233,29921,Bunbuku Chagama (1958),5.49,Unknown,Unknown,ぶんぶくちゃがま,Movie,1,1958,Unknown,"Dentsu, Dentsu Eigasha Tokyo",Unknown,Unknown,Other,13 min.,G - All Ages,9701.0,13849,268,0,8,159,3,43,55,8.0,1.0,Unknown,8.0,16.0,34.0,15.0,11.0,4.0,11.0
6155,10308,Sengoku Otome: Momoiro Paradox,6.59,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",Battle Girls:Time Paradox,戦国乙女～桃色パラドックス～,TV,13,"Apr 5, 2011 to Jun 28, 2011",Spring 2011,Unknown,Sentai Filmworks,TMS Entertainment,Game,23 min. per ep.,R+ - Mild Nudity,5407.0,2548,39748,66,2520,20024,1548,2582,13074,640.0,1034.0,2356.0,4503.0,3740.0,2123.0,882.0,355.0,182.0,121.0
5182,7875,Kanokon: Manatsu no Dai Shanikusai Specials,6.52,Ecchi,Unknown,かのこん ～真夏の大謝肉祭～,Special,2,"Nov 25, 2009 to Dec 22, 2009",Unknown,Unknown,Unknown,Xebec,Unknown,3 min. per ep.,R+ - Mild Nudity,5789.0,4041,16088,11,423,10300,250,187,4928,569.0,427.0,871.0,1525.0,1381.0,792.0,337.0,198.0,141.0,110.0
16998,42482,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,Unknown,"Parody, Magic",Unknown,せいぜいがんばれ！魔法少女くるみ,TV,Unknown,"Oct 7, 2020 to ?",Fall 2020,Lantis,Unknown,Pie in the sky,Original,Unknown,G - All Ages,11880.0,11707,600,0,81,1,15,76,427,3.0,2.0,Unknown,3.0,1.0,3.0,2.0,1.0,1.0,4.0
10079,29623,Jiaoao de Jiangjun,5.57,Drama,Unknown,骄傲的将军,Movie,1,1956,Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Original,24 min.,G - All Ages,9521.0,13065,345,0,10,210,5,36,84,6.0,Unknown,8.0,18.0,47.0,43.0,19.0,9.0,6.0,8.0
11876,33392,Gakuen Handsome,6.62,"Comedy, Parody, School, Shounen Ai",Gakuen Handsome,学園ハンサム,TV,12,"Oct 4, 2016 to Dec 20, 2016",Fall 2016,Unknown,Unknown,Team YokkyuFuman,Game,3 min. per ep.,PG-13 - Teens 13 or older,5278.0,3052,28760,178,1785,17356,900,3251,5468,3401.0,722.0,1173.0,2045.0,2130.0,1776.0,1138.0,777.0,657.0,812.0
17415,45195,An Jie Shen Shi,Unknown,"Action, Fantasy",Unknown,暗界神使,ONA,22,"Dec 25, 2020 to ?",Unknown,Unknown,Unknown,Hai An Xian Donghua Gongzuo Shi,Novel,20 min. per ep.,PG-13 - Teens 13 or older,13281.0,14994,196,0,84,0,8,25,79,7.0,Unknown,2.0,10.0,6.0,3.0,1.0,1.0,2.0,1.0
1365,1503,Mahou Shoujo Pretty Sammy Specials,6.26,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen",Magical Project S Specials,魔法少女プリティサミー(1996),Special,7,1997,Unknown,"APPP, Pioneer LDC, Studio Tulip",Geneon Entertainment USA,Unknown,Unknown,3 min. per ep.,PG - Children,7100.0,9801,1363,2,45,628,33,49,608,21.0,16.0,44.0,103.0,87.0,78.0,24.0,6.0,11.0,7.0
3548,4196,Ikkitousen: Great Guardians,6.78,"Action, Ecchi, Martial Arts, School, Super Power",Unknown,一騎当千:Great Guardians,TV,12,"Jun 11, 2008 to Aug 27, 2008",Summer 2008,"Genco, Media Factory, AT-X, Showgate, Toranoana, Zack Promotion",Funimation,Arms,Manga,24 min. per ep.,R+ - Mild Nudity,4549.0,2145,54244,84,1965,34980,1328,1555,14416,1530.0,2220.0,4343.0,7115.0,4865.0,2608.0,1252.0,546.0,283.0,202.0
15128,38788,Detective Conan: Amuro Secret Call,6.24,"Mystery, Comedy, Police",Unknown,名探偵コナン  シークレット安室コール,Special,1,"Oct 3, 2018",Unknown,Unknown,Unknown,TMS Entertainment,Manga,2 min.,PG-13 - Teens 13 or older,7141.0,9469,1556,1,68,485,51,65,887,33.0,11.0,33.0,70.0,58.0,38.0,14.0,9.0,3.0,6.0
7980,18907,Tensai Eri-chan Kingyo wo Tabeta,Unknown,"Kids, Slice of Life, Comedy",Unknown,天才えりちゃん金魚を食べた,Movie,1,"Apr 26, 1997",Unknown,Victor Entertainment,Unknown,Unknown,Unknown,1 hr.,G - All Ages,12442.0,15770,150,0,8,42,3,42,55,3.0,Unknown,Unknown,2.0,2.0,6.0,6.0,Unknown,4.0,4.0
488,521,Mermaid Melody Pichi Pichi Pitch,7.04,"Adventure, Music, Comedy, Magic, Romance, Shoujo",Mermaid Melody:Pichi Pichi Pitch,マーメイドメロディー ぴちぴちピッチ,TV,52,"Apr 5, 2003 to Mar 27, 2004",Spring 2003,Synergy Japan,ADV Films,"Actas, SynergySP",Manga,24 min. per ep.,PG - Children,3499.0,2024,59222,850,2294,42456,2485,3990,7997,3161.0,3191.0,5599.0,8411.0,5686.0,3357.0,1159.0,495.0,324.0,229.0
3130,3562,Chu^2,5.08,Hentai,Chu2,ちゅっ^2,OVA,1,"Oct 25, 1997",Unknown,"NuTech Digital, BEAM Entertainment",Unknown,Unknown,Unknown,25 min.,Rx - Hentai,Unknown,9768,1379,3,82,764,37,82,414,15.0,6.0,17.0,59.0,84.0,98.0,67.0,50.0,28.0,54.0
17132,42834,Miao Qiansui de Chengnian Li,Unknown,Adventure,Unknown,喵千岁的成年礼,ONA,7,"Aug 6, 2020 to Aug 12, 2020",Unknown,Unknown,Unknown,Ten Tails Animation,Game,2 min. per ep.,Unknown,15530.0,15943,142,0,15,19,6,20,82,2.0,Unknown,Unknown,5.0,Unknown,Unknown,1.0,Unknown,1.0,1.0
3540,4186,Chrome Shelled Regios,7.35,"Action, Adventure, Fantasy, School, Sci-Fi",Chrome Shelled Regios,鋼殻のレギオス,TV,24,"Jan 11, 2009 to Jun 21, 2009",Winter 2009,AMG MUSIC,Funimation,Zexcs,Light novel,24 min. per ep.,R - 17+ (violence & profanity),2118.0,838,178908,1075,9139,118689,5611,6544,38925,6418.0,11842.0,24120.0,27100.0,12806.0,5933.0,2073.0,747.0,356.0,247.0
15388,39152,Wan Wan Kajida Wan,Unknown,"Kids, Sci-Fi",Unknown,わんわん火事だわん,OVA,1,1981,Unknown,Unknown,Unknown,Unknown,Original,18 min.,G - All Ages,12773.0,17358,53,0,1,8,1,25,18,2.0,Unknown,Unknown,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,1.0
6885,13051,Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,4.79,Hentai,Unknown,微・笑・女あにめラマ「ミユキちゃんSOS-Hしちゃうゾ-」,OVA,1,"Aug 24, 1989",Unknown,Unknown,Unknown,Unknown,Unknown,30 min.,Rx - Hentai,Unknown,11653,605,2,33,260,28,88,196,10.0,2.0,2.0,12.0,9.0,18.0,32.0,22.0,24.0,61.0
15962,40088,Nu Sheng Su She Ri Chang Di 2 Ji,Unknown,Unknown,Unknown,女生宿舍日常 第2季,ONA,7,"Oct 21, 2017 to Jan 2, 2018",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11221.0,17020,81,0,7,11,2,19,42,1.0,Unknown,Unknown,1.0,2.0,1.0,Unknown,Unknown,Unknown,2.0
15556,39368,Dr. Slump N-cha! Arale no Oshioki! Idea Dorobou wo Yattsuke-cha e,Unknown,"Kids, Sci-Fi",Unknown,ドクタースランプ んちゃ!アラレのおしおき!アイデア泥棒をやっつけちゃえ,OVA,1,Unknown,Unknown,Unknown,Unknown,Unknown,Manga,Unknown,G - All Ages,13874.0,14399,233,0,4,56,6,25,142,4.0,Unknown,Unknown,6.0,8.0,7.0,3.0,Unknown,Unknown,5.0
15417,39183,Super Shiro,6.0,Kids,Unknown,SUPER SHIRO (スーパーシロ),TV,48,"Oct 14, 2019 to Sep 7, 2020",Fall 2019,"Shin-Ei Animation, TV Aichi, Futabasha, Audio Planning U, Imagine",Unknown,Science SARU,Manga,5 min. per ep.,PG - Children,8243.0,9499,1538,5,237,245,115,213,728,27.0,13.0,29.0,78.0,91.0,62.0,33.0,21.0,18.0,6.0
9734,28185,Oniku Daisuki! Zeushi-kun 2nd Season,Unknown,Comedy,Unknown,おにくだいすき！ ゼウシくん（2期）,ONA,6,"Nov 29, 2014 to Mar 29, 2015",Unknown,Unknown,Unknown,DLE,Original,2 min. per ep.,G - All Ages,11334.0,14508,222,0,10,91,6,39,76,6.0,Unknown,2.0,8.0,12.0,14.0,4.0,9.0,Unknown,5.0
14325,37536,Maware Toro-Ika,Unknown,"Music, Kids",Unknown,回れトロイカ,Music,1,"Oct 1, 2013",Unknown,NHK,Unknown,Unknown,Original,4 min.,G - All Ages,15468.0,16595,109,0,4,76,0,8,21,5.0,Unknown,1.0,8.0,5.0,16.0,5.0,3.0,2.0,5.0
15839,39862,Tanjou!! KKT21,Unknown,Slice of Life,Unknown,誕生!!KKT21,ONA,1,"Mar 28, 2019",Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,12369.0,15642,156,0,7,78,1,17,53,2.0,Unknown,1.0,3.0,7.0,11.0,14.0,6.0,2.0,8.0
15940,40048,Kutsujoku,6.75,Hentai,Unknown,屈辱,OVA,2,"Nov 1, 2019 to Dec 6, 2019",Unknown,Unknown,Unknown,T-Rex,Visual novel,16 min. per ep.,Rx - Hentai,Unknown,6661,4684,19,427,2734,216,188,1119,168.0,163.0,329.0,541.0,409.0,207.0,92.0,34.0,31.0,21.0
1016,1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,7.36,"Adventure, Comedy, Kids, Drama, Fantasy",Pokemon:The Movie 2000,ポケットモンスター 幻のポケモンルギア爆誕,Movie,1,"Jul 17, 1999",Unknown,Studio Jack,"4Kids Entertainment, Warner Bros. Japan",OLM,Game,1 hr. 20 min.,PG - Children,2048.0,1022,145873,195,669,141476,214,233,3281,9574.0,12254.0,22455.0,28136.0,14162.0,6953.0,1897.0,690.0,294.0,150.0
1185,1298,Project A-Ko 4: Final,6.46,"Action, Comedy, Mecha, Sci-Fi, Super Power",Project A-ko:Love & Robots,プロジェクトA子 -FINAL-,OVA,1,"Oct 7, 1989",Unknown,Pony Canyon,Unknown,Studio Fantasia,Original,53 min.,PG-13 - Teens 13 or older,6120.0,7082,4018,2,77,2837,57,40,1007,59.0,133.0,276.0,558.0,456.0,282.0,120.0,43.0,13.0,8.0
16930,42314,Who Am I?,Unknown,Music,Unknown,who am I?,Music,1,"Dec 1, 2012",Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,12852.0,16996,85,0,3,70,0,0,12,Unknown,Unknown,5.0,8.0,8.0,13.0,8.0,1.0,3.0,Unknown
5276,8196,Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,Unknown,"Comedy, Parody, Seinen, Sports, Super Power",Unknown,KAWASAKI Frontale×天体戦士サンレッド,Special,1,"Mar 5, 2010",Unknown,Unknown,Unknown,AIC ASTA,Manga,2 min.,PG-13 - Teens 13 or older,14899.0,12134,494,0,16,172,13,65,228,11.0,3.0,2.0,20.0,23.0,17.0,9.0,8.0,3.0,11.0
5323,8304,Koutetsu Sangokushi Special,6.36,"Historical, Shounen",Unknown,鋼鉄三国志,Special,1,"Mar 26, 2008",Unknown,"Picture Magic, Nihon Ad Systems",Unknown,Unknown,Unknown,24 min.,PG-13 - Teens 13 or older,6596.0,10849,844,0,28,340,18,24,434,14.0,10.0,26.0,59.0,62.0,29.0,8.0,8.0,1.0,5.0
15874,39922,Namida no Chikara,Unknown,"Kids, Music",Unknown,涙のチカラ,Music,1,"Feb 1, 2002",Unknown,NHK,Unknown,Unknown,Original,2 min.,G - All Ages,15749.0,16581,110,0,3,87,0,7,13,4.0,Unknown,3.0,11.0,14.0,16.0,4.0,2.0,Unknown,6.0
13663,36497,Overlord Movie: Ple Ple Pleiades,6.87,"Action, Comedy, Magic, Fantasy",Unknown,劇場版 オーバーロード　ぷれぷれぷれあです,Special,2,"Sep 13, 2017",Unknown,Unknown,Unknown,Madhouse,Light novel,13 min. per ep.,PG-13 - Teens 13 or older,4148.0,4236,14476,13,496,9013,202,229,4536,479.0,351.0,848.0,1760.0,1307.0,530.0,140.0,71.0,45.0,39.0
6186,10373,Soul Link Picture Drama,5.68,"Romance, Sci-Fi",Unknown,Soul Link,Special,3,"Jul 21, 2006 to Sep 22, 2006",Unknown,"Mellow Head, Picture Magic",Unknown,Unknown,Visual novel,4 min. per ep.,PG-13 - Teens 13 or older,9206.0,10639,920,0,40,393,33,42,412,15.0,5.0,13.0,41.0,42.0,55.0,30.0,10.0,10.0,8.0
711,781,Detective Conan Movie 03: The Last Wizard of the Century,8.04,"Adventure, Mystery, Comedy, Police, Shounen",Case Closed Movie 3:The Last Wizard of the Century,名探偵コナン 世紀末の魔術師,Movie,1,"Apr 17, 1999",Unknown,Unknown,Funimation,TMS Entertainment,Manga,1 hr. 40 min.,PG-13 - Teens 13 or older,484.0,2244,50636,74,511,46352,219,246,3308,4738.0,6484.0,10142.0,6539.0,2044.0,703.0,143.0,51.0,18.0,54.0
16784,41813,Kaijuu Step Wandabada 2nd Season,Unknown,"Comedy, Kids",Unknown,かいじゅうステップ ワンダバダ,TV,Unknown,"Sep 25, 2020 to ?",Fall 2020,"Tsuburaya Productions, NHK Enterprises",Unknown,Usagi Ou,Picture book,5 min.,G - All Ages,14806.0,17127,75,0,10,0,4,29,32,Unknown,Unknown,Unknown,Unknown,3.0,1.0,1.0,Unknown,1.0,3.0
3976,5131,Groizer X,6.11,"Mecha, Sci-Fi",Gloizer X,グロイザーＸ,TV,36,"Jul 1, 1976 to Mar 31, 1977",Summer 1976,"Knack Productions, Dynamic Planning",Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,7772.0,11366,683,3,33,250,38,76,286,20.0,6.0,23.0,32.0,41.0,35.0,15.0,9.0,4.0,10.0
11366,32420,Ken-chan,Unknown,"Music, Kids",Unknown,ケンちゃん,Music,1,"Aug 2, 1985",Unknown,NHK,Unknown,Unknown,Original,2 min.,G - All Ages,14939.0,16490,114,0,6,47,2,37,22,6.0,Unknown,1.0,2.0,6.0,3.0,8.0,3.0,1.0,4.0
280,304,Aa! Megami-sama! Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Ah! My Goddess:The Movie,劇場版　ああっ女神さまっ,Movie,1,"Oct 21, 2000",Unknown,"Bandai Visual, Pony Canyon, Kodansha, Movic, Sega, Imagine",Geneon Entertainment USA,AIC,Original,1 hr. 46 min.,PG-13 - Teens 13 or older,1355.0,2618,37975,108,526,30233,355,253,6608,2256.0,3318.0,5518.0,5689.0,2556.0,1124.0,282.0,97.0,44.0,42.0
10373,30137,Big Order,5.81,"Action, Super Power, Shounen",Unknown,ビッグオーダー,OVA,1,"Oct 3, 2015",Unknown,Lantis,Discotek Media,Asread,Manga,38 min.,R+ - Mild Nudity,8808.0,2815,33156,33,1018,23130,360,701,7947,642.0,661.0,1523.0,3190.0,3616.0,2486.0,1499.0,837.0,628.0,678.0
11918,33491,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",7.12,"Slice of Life, Comedy, Shoujo",Unknown,少年メイド 第8.5話 女は度胸、男は愛嬌？,OVA,1,"Aug 24, 2016",Unknown,TBS,Funimation,8bit,Manga,24 min.,PG - Children,3137.0,6371,5247,1,187,2336,104,89,2531,120.0,114.0,297.0,471.0,210.0,104.0,21.0,12.0,6.0,10.0
2606,2830,Chibikko Remi to Meiken Kapi,5.87,"Slice of Life, Adventure, Drama",Unknown,ちびっ子レミと名犬カピ,Movie,1,"Mar 17, 1970",Unknown,Unknown,Unknown,Toei Animation,Unknown,1 hr. 21 min.,G - All Ages,8619.0,11196,730,0,24,309,22,79,296,15.0,7.0,14.0,35.0,40.0,47.0,25.0,6.0,6.0,11.0
8467,21495,Denpa Kyoushi,6.4,"Comedy, School, Shounen",Unknown,電波教師,Special,2,"Oct 2, 2012 to Feb 17, 2013",Unknown,Unknown,Unknown,A-1 Pictures,Manga,1 min. per ep.,PG-13 - Teens 13 or older,6404.0,5151,8811,15,442,4408,248,347,3366,168.0,151.0,358.0,647.0,601.0,414.0,135.0,60.0,54.0,49.0
5062,7559,Fate/stay night TV Reproduction,6.88,"Action, Supernatural, Magic, Romance, Fantasy, Shounen",Unknown,Fate/stay night,OVA,2,"Jan 17, 2010",Unknown,Unknown,Unknown,Studio Deen,Visual novel,1 hr. per ep.,PG-13 - Teens 13 or older,4122.0,2733,35196,52,816,21315,567,598,11900,1221.0,1273.0,2553.0,3787.0,2744.0,1377.0,633.0,294.0,164.0,124.0
11038,31638,Mr. Shape,Unknown,"Kids, Comedy",Unknown,Mr.shape,Special,3,2009,Unknown,KOO-KI,Unknown,Unknown,Unknown,3 min. per ep.,G - All Ages,15689.0,15667,156,0,7,86,1,27,35,4.0,Unknown,2.0,6.0,10.0,16.0,4.0,8.0,2.0,10.0
11327,32322,Futari wa 80-sai,Unknown,"Music, Kids",Unknown,ふたりは80才,Music,1,"Aug 1, 1986",Unknown,NHK,Unknown,Unknown,Music,2 min.,G - All Ages,14007.0,15607,158,0,6,104,1,22,25,6.0,2.0,2.0,2.0,13.0,17.0,9.0,9.0,4.0,7.0
17382,44388,Biao Ren,Unknown,"Action, Historical",Unknown,镖人,ONA,Unknown,Unknown,Unknown,Tencent Penguin Pictures,Unknown,Unknown,Manga,Unknown,Unknown,Unknown,14699,218,0,0,0,0,0,218,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12121,33867,Kabi Usagi (2016),Unknown,Comedy,Unknown,カビうさぎ,ONA,1,"Jun 26, 2016",Unknown,Ripromo,Unknown,Unknown,Original,40 sec.,G - All Ages,14738.0,14228,241,0,30,70,8,40,93,6.0,Unknown,3.0,2.0,6.0,14.0,7.0,12.0,3.0,7.0
11704,33087,Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,6.32,"Fantasy, Harem, Historical, Romance, Shoujo",Unknown,劇場版 明治東亰恋伽 〜花鏡の幻想曲〜,Movie,1,"May 6, 2016",Unknown,MAGES.,Unknown,Studio Deen,Game,59 min.,PG-13 - Teens 13 or older,6789.0,7758,3101,11,169,366,99,94,2373,33.0,15.0,28.0,64.0,42.0,26.0,6.0,6.0,3.0,11.0
15395,39159,Shima Shima Tora no Shimajirou no Shouboutai,Unknown,Kids,Unknown,しましまとらのしまじろうの消防隊,OVA,1,"Sep 2, 1994",Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,11947.0,17228,64,0,2,17,2,18,25,4.0,Unknown,1.0,3.0,Unknown,Unknown,2.0,Unknown,Unknown,2.0
8596,22097,Magi: Sinbad no Bouken,7.85,"Action, Adventure, Fantasy, Magic, Shounen",Unknown,マギ シンドバッドの冒険,OVA,5,"May 14, 2014 to Jul 15, 2015",Unknown,"Aniplex, Shogakukan",Unknown,Lay-duce,Manga,24 min. per ep.,PG-13 - Teens 13 or older,745.0,1367,102733,228,7634,67409,3341,1652,22697,5159.0,8657.0,16509.0,12072.0,3772.0,1247.0,353.0,111.0,40.0,61.0
8182,19951,Hunter x Hunter Movie 2: The Last Mission,7.23,"Action, Adventure, Super Power, Fantasy, Shounen",Unknown,劇場版 HUNTERxHUNTER THE LAST MISSION,Movie,1,"Dec 27, 2013",Unknown,"VAP, Nippon Television Network, Shueisha, Hiroshima Television",VIZ Media,Madhouse,Manga,1 hr. 38 min.,R - 17+ (violence & profanity),2649.0,1304,109490,220,1761,82775,844,494,23616,6041.0,7665.0,13924.0,16601.0,8211.0,4050.0,2189.0,953.0,489.0,278.0
14614,37982,Domestic na Kanojo,6.77,"Drama, Romance, School, Shounen",Domestic Girlfriend,ドメスティックな彼女,TV,12,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,"Mainichi Broadcasting System, Kodansha, flying DOG, DMM pictures, Bit Promotion",Sentai Filmworks,Diomedéa,Manga,25 min. per ep.,R+ - Mild Nudity,4581.0,332,400598,3448,27752,273039,7331,18514,73962,16770.0,21615.0,44280.0,60421.0,39224.0,21007.0,14563.0,7507.0,4196.0,3205.0
5864,9691,Kyomu Senshi Miroku,6.02,"Action, Sci-Fi, Historical, Demons, Supernatural, Samurai, Fantasy",Unknown,虚無戦史ＭＩＲＯＫＵ,OVA,6,"Jan 10, 1989 to Nov 5, 1989",Unknown,"J.C.Staff, animate Film",Unknown,Unknown,Manga,25 min. per ep.,R+ - Mild Nudity,8168.0,11090,767,2,42,239,22,48,416,10.0,5.0,18.0,32.0,55.0,41.0,9.0,17.0,3.0,7.0
16069,40295,Another World,7.13,Sci-Fi,Unknown,アナザー・ワールド,ONA,3,"Sep 13, 2019 to Oct 4, 2019",Unknown,Unknown,Unknown,Graphinica,Original,10 min. per ep.,PG-13 - Teens 13 or older,3073.0,3875,17693,25,798,10059,296,184,6356,587.0,656.0,1644.0,2651.0,1409.0,568.0,155.0,66.0,34.0,23.0
17158,42889,Muteki-kyuu*Believer / Mirai Harmony,Unknown,Music,Unknown,無敵級*ビリーバー / 未来ハーモニー,Music,1,"Jul 29, 2020",Unknown,"Magic Capsule, Kadokawa, Bandai Namco Arts",Unknown,Sunrise,Original,8 min.,PG-13 - Teens 13 or older,15707.0,17500,1144,8,80,561,23,10,470,90.0,60.0,73.0,96.0,37.0,22.0,9.0,2.0,1.0,4.0
7458,16528,Hal,7.48,"Sci-Fi, Drama, Romance, Shoujo",Hal,ハル,Movie,1,"Jun 8, 2013",Unknown,"Production I.G, Shochiku, Pony Canyon",Funimation,Wit Studio,Original,1 hr.,PG-13 - Teens 13 or older,1630.0,1303,110131,331,2240,72495,942,553,33901,5418.0,8082.0,15191.0,14799.0,6872.0,3014.0,1285.0,450.0,223.0,178.0
3174,3620,Blue Seed Omake,6.85,"Comedy, Parody",Unknown,ブルーシード おまけ,Special,14,"Jan 21, 1995 to Jun 21, 1996",Unknown,Unknown,"ADV Films, Discotek Media",Production I.G,Unknown,5 min. per ep.,PG-13 - Teens 13 or older,4229.0,8141,2624,3,63,1631,65,74,791,78.0,115.0,206.0,317.0,205.0,122.0,43.0,7.0,14.0,11.0
2089,2283,Red Baron,7.02,"Action, Martial Arts, Mecha, Sci-Fi, Shounen, Sports",Unknown,レッドバロン,TV,49,"Apr 5, 1994 to Mar 28, 1995",Spring 1994,TV Asahi,Unknown,Tokyo Movie Shinsha,Other,24 min. per ep.,PG-13 - Teens 13 or older,3586.0,7989,2803,10,138,1231,159,228,1047,107.0,107.0,199.0,283.0,156.0,105.0,34.0,22.0,6.0,11.0
7699,17621,Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,Unknown,"Action, Sci-Fi, Space, Super Power, Shounen",Unknown,ウルトラマン超闘士激伝 彗星戦神ツイフォン登場,OVA,1,"Sep 25, 1996",Unknown,"Bandai Visual, Tsuburaya Productions",Unknown,Unknown,Other,40 min.,PG - Children,12693.0,12231,479,0,18,163,10,71,217,8.0,2.0,6.0,23.0,24.0,18.0,3.0,4.0,4.0,6.0
7210,15045,Litchi DE Hikari Club,5.22,"Comedy, Drama, Horror, Psychological, Romance",Lychee Light Club,ライチ DE 光クラブ,TV,8,"Oct 2, 2012 to Nov 20, 2012",Fall 2012,Nelke Planning,Unknown,Kachidoki Studio,Manga,3 min. per ep.,PG-13 - Teens 13 or older,10308.0,4851,10305,19,384,5883,241,1080,2717,106.0,132.0,287.0,693.0,931.0,954.0,649.0,391.0,354.0,286.0
12919,35228,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,6.86,"Comedy, Historical, Romance, Shoujo",Unknown,劇場版 はいからさんが通る 後編 ～花の東京大ロマン～,Movie,1,"Oct 19, 2018",Unknown,"Kodansha, Warner Bros. Japan, KlockWorx, Tokyo MX, Asahi Shimbun",Unknown,Nippon Animation,Manga,1 hr. 45 min.,PG-13 - Teens 13 or older,4189.0,5291,8288,32,310,3034,117,80,4747,160.0,227.0,421.0,703.0,410.0,194.0,104.0,41.0,26.0,20.0
3330,3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,6.48,"Action, Comedy, Super Power, Seinen",Crayon Shin-Chan:Den-O vs. Shin-O,クレヨンしんちゃん　真夏の夜に　オラ　参上！　嵐を呼ぶ　電王ＶＳしん王　６０分スペシャル！！,Special,1,"Aug 3, 2007",Unknown,TV Asahi,Unknown,Unknown,Manga,11 min.,G - All Ages,5999.0,9084,1819,7,39,1211,29,69,471,74.0,56.0,101.0,198.0,164.0,98.0,46.0,18.0,19.0,19.0
16449,40941,Sexfriend Gakuen,5.47,Hentai,Unknown,セフレ学園,OVA,Unknown,"Apr 30, 2020 to ?",Unknown,Unknown,Unknown,Unknown,Manga,21 min.,Rx - Hentai,Unknown,8917,1953,10,880,3,259,177,634,36.0,18.0,53.0,87.0,103.0,114.0,88.0,50.0,42.0,35.0
5336,8339,Kachou no Koi,6.19,"Comedy, Romance, Yaoi",Unknown,課長の恋,OVA,1,"Mar 26, 2010",Unknown,DAX Production,Unknown,Panda Factory,Manga,30 min.,R+ - Mild Nudity,Unknown,4647,11512,17,223,7958,100,210,3021,303.0,294.0,741.0,1249.0,1163.0,809.0,442.0,217.0,161.0,180.0
